아티스트,제목,곡의 빠르기,잡음,진폭의 변화,주파수의 밝기,파워,X,Y
다이나믹 듀오,북향 [Hemi's room] (Feat. 오혁),0.05627712148977717,0.18183348973065905,0.18235709964186353,0.1876469180042707,0.662543693980757,20.54793013170945,18.09493704962793
다이나믹 듀오,청춘 [Spring Time] (Feat. KimC),0.08644037671339949,0.4685794924393201,0.3621481578391727,0.36680020390813833,0.5572933518005347,36.95588594571098,28.295310745880748
듀크,천국에서 내린 비,0.2588771124210463,0.16013250171770887,0.43638186075386337,0.36978120728791575,0.17926299666630913,25.800921571748802,29.872300841517617
드렁큰 타이거,8：45 Heaven,0.10757579672157624,0.7720718696161454,0.13321597211452268,0.1530168906395527,0.45558378467879934,41.78471691455131,22.304245666894005
딘딘(DINDIN),Must Be The Money (김과장 OST),0.3923711178932867,0.2557426281453423,0.574374764267148,0.5148902434873117,0.8792157311290894,43.50568251518639,48.829728463564976
딥플로우(Deepflow),"작두 (Feat. 넉살, Huckleberry P)",0.9867214565421997,0.8602479860994452,0.571796000541686,0.5216934765867746,0.884033082003133,79.63753417155459,78.78145848528297
뜨거운 감자,고백,0.47574580447627257,0.15466703356645028,0.28333536748172716,0.1661032907083288,0.5274720209422042,28.304057898323336,34.839995887938564
래원(Layone),Mask On (Feat. 팔로알토 & 쿠기(Coogie)) (Prod. 코드 쿤스트),0.847155427871578,0.17975064793761591,0.2692908118104367,0.24134902563499594,0.7826879926270098,39.75932089376499,53.723400269418036
러브홀릭,Love Holic,0.761206540659798,0.7038229743560537,0.6465230494589803,0.6470841806591787,0.4865182683766925,67.64353526697643,68.22381865608256
럼블피쉬,으라차차,0.5681621000271329,0.9469486182022158,0.4696211878486939,0.5807980118077595,0.8836545093239825,73.27813569692258,62.040899269476355
레드벨벳(Red Velvet),러시안 룰렛 [Russian Roulette],0.6654853730091297,0.8848045197677045,0.9489817728790679,0.9675524434060615,0.8835358410798226,86.19240655333097,82.63350285454304
레드벨벳(Red Velvet),피카부 (Peek-A-Boo),0.9154939676959741,0.36248342739947925,0.32881777363553966,0.4487759598569614,0.6868602555686139,50.741934076865206,62.66507020736992
레인보우,To Me [내게로..],0.6654853730091297,0.742562138583666,0.7290022617927335,0.7566720630658151,0.9306601714690468,74.46556058473253,73.0651245180633
렉시,애송이,0.3199772389206965,0.7816682573111748,0.798479422528076,0.8400601430992835,0.7596608546512158,69.63307349892744,60.98317198899896
렉시,하늘위로 (Remix),0.6654853730091297,0.8442471683653802,0.9759886184491178,0.9542988530885159,0.42342205339167727,80.37657562858207,77.90185656868843
로꼬,시간이 들겠지 (Feat. Colde),0.47574580447627257,0.19810321314032547,0.08763784413022063,0.10894326265166121,0.26495724764598183,22.930806600719315,27.592058922551608
로시(Rothy),구름 (뷰티 인사이드 OST),0.08644037671339949,0.2231042655773715,0.6142565735382993,0.5364406428494506,0.6973287907247527,35.27580396387087,35.67588995931222
롤러코스터,내가 울고 웃는 사이,0.9616651879862623,0.05662813446977835,0.4182080314608232,0.20669062284387651,0.2703219139893218,34.632715136064824,54.23408109013549
롤러코스터,"힘을 내요, 미스터 김",0.47574580447627257,0.5027751229065576,0.3513112185949452,0.29542327612854363,0.3594920464223823,43.20129860319592,40.58719376681008
리미와 감자,치킨,0.2588771124210463,0.605798591630464,0.5696896144142433,0.7357751750213792,0.7194842650051477,55.35587260218962,49.71720885191042
리쌍,내가 웃는게 아니야 (Feat. ALI),0.0696342145819519,0.6417966704012554,0.5157264544840569,0.45801311428059666,0.6151986167101278,48.111197507277645,34.83011282968498
리쌍,회상 (Feat. 백지영),0.2083709341932341,0.13882964526963043,0.032060263929232426,0.04056201136213526,0.8234374897460535,19.001804784316434,19.409954223713555
린,사랑.. 다 거짓말,0.014284476332926876,0.1114618376971751,0.12492132387508337,0.10882720545220032,0.2810512284555502,11.141373851124714,9.171480301390002
"릴보이(lIlBOI), 원슈타인",Circle,0.3199772389206965,0.11328632734983529,0.6776488014395847,0.7066092409446145,0.23784355892155123,33.92850189986069,43.99554926722571
"릴보이(lIlBOI), 원슈타인",LASER (Prod. PEEJAY),0.3923711178932867,0.2436652875024729,0.29511048744027324,0.3549229980653745,0.4946493704446,31.991967291869862,36.078661005315155
"릴보이(lIlBOI), 원슈타인, 미란이(Mirani)",HEAT,0.847155427871578,0.8287921592849139,0.9032661706974117,0.9674736186717592,0.8487175901151088,86.32203043064504,88.07611039624678
마마무(MAMAMOO),I Miss You,0.47574580447627257,0.5434782222937636,0.4285559275484234,0.37483533584788986,0.8214753969998915,51.78827086072228,48.74719363991372
마마무(MAMAMOO),Love Lane,0.10757579672157624,0.1322021024676036,0.5378305587998677,0.38917353650056263,0.623962731883082,28.327573892969472,30.404762118378514
마마무(MAMAMOO),봄타,0.10757579672157624,0.3583581534233659,0.4823851859838547,0.41326345059012953,0.7449837240082398,37.71601753702694,33.24942337465879
